Product Name,Rating,Review,Likes,Dislikes
Oneplus Nord 3- 5G,5,Camera quality so good..Thanks Flipcart,213,74
Oneplus Nord 3- 5G,5,Super Camera,117,39
Oneplus Nord 3- 5G,5,Wishing OnePlus for a memory card slot for expand storage,35,8
Oneplus Nord 3- 5G,5,"Worth of money .
Camera need to improve in this price segment .
Picture quality in day is awesome but in night not too good.
Specifications of the phone is awesome.
Phone works very smoothly.",35,9
Oneplus Nord 3- 5G,5,Vare nice   aim happy,7,0
Oneplus Nord 3- 5G,4,"1.Camera is good.
2. Battery gives 5 to 6 hr in multitasking.
3.Display quality is awesome.
4.Duel speaker Sound is wonderful.
5.Performance gives you max level in dimensity 9000 .
You can play any game like makhhan . Gives 90 fps in pubg but 90 fps is not optimized . 60 fps is more than enough in gaming compare to other device in this range .

6. One more important thing . If you are worried about heating issue . Trust me it doesn't heats up in Normal use even in normal gaming also .

It very properly maintains its temperature. No heating issue for dimensity 9000.

Slightly heats up when it is connected to charger. I don't think ki it's an issue because it takes only 30 mins for full charge.


Don't worry about heating. Compare to other processors in this range it is cooler than them .

Best deal in this price range .",15,3
Oneplus Nord 3- 5G,5,"At 22k, there's no way you can find a better phone.",10,1
Oneplus Nord 3- 5G,5,Good and I am fully satisfied,6,0
Oneplus Nord 3- 5G,5,Smooth and fancy black colour,6,0
Oneplus Nord 3- 5G,5,Overall good,9,1
Oneplus Nord 3- 5G,4,"it is a very good product
deatailed review will be uploaded",5,0
Oneplus Nord 3- 5G,4,sound and phone performance is fantastic..no heating issues..no hanging and lagging.. display very smoothly.charging very fast..draw backs battery drains very fast..and to improve camera quality performance..,5,0
Oneplus Nord 3- 5G,4,"Camera is awesome and battery drained bit faster and when playing game mobile heating is 42degree
Too hot",5,0
Oneplus Nord 3- 5G,3,This phone has very good performance,7,0
Oneplus Nord 3- 5G,5,Awesome camera battery display and smooth running I love it,17,5
Oneplus Nord 3- 5G,5,"Overall, the phone is good. Performance is solid, with no lag in everyday use. The display is one of the best in this segment, with no issues using it in direct sunlight. The speakers are also good. It supports 80W charging, which is fast. However, the battery is slightly weak in this phone. For my use, it lasts for one day. I do play Call of Duty, and the gameplay is smooth.",5,0
Oneplus Nord 3- 5G,5,"I am using it from the last 4 months .
Camera is  
Display, Brightness is  
Battery, Charging is  
Phone minor heat with heavy game use ,
But it's common
Performance is not so excellent like iqoo
But it is good , no lag , no hang nothing at all.",5,0
Oneplus Nord 3- 5G,5,Good parodact,5,0
Oneplus Nord 3- 5G,5,Very good,5,0
Oneplus Nord 3- 5G,5,Very nice,5,0
Oneplus Nord 3- 5G,3,"Performance 3/5
Battery. 1/5
Camera. 3/5
Charging. 5/5
Design. 5/5
Gaming. 3/5

All is ok but battery performance is very bad  
Phone is very heated in normal use it is very disappointing to me
After that phone is like ok
..
..",21,5
Oneplus Nord 3- 5G,4,"It's a complete package for around 30k the oxygen OS doing its job clean ui it's been a week using it everything is fine.Mainly the camera is top notch particularly selfie camera and ois is good,performance is good.the only thing I noticed is that the battery is draining a little quicker more or less give us about 5.5-6hrs .but thanks to the 80 w charger overall good phone for 30k",4,0
Oneplus Nord 3- 5G,3,"I am really dissatisfied with the camera performance.. given that it has a flagship Sony IMX890 sensor .. but its really disappointing.. also Video performance is not good.
poor Low light performance. Other phones with same camera sensor with better picture output.

Also Battery is not good.. given its large 5000 mh battery it hardly last full day with light usages... hardly gives 3hrs of Screen on time.

only plus is clean Software.. hope they can fix the camera performance.",6,0
Oneplus Nord 3- 5G,5,Really very happy with this purchase. First time I'm upgrade my mobile on oneplus. Nord 3 is just Awesome  . Congrats oneplus team and Flipkart,7,1
Oneplus Nord 3- 5G,5,You can purchase this phone specially 20000 to 23000 . Other wise go to another phone.,4,0
Oneplus Nord 3- 5G,5,Perfect phone,4,0
Oneplus Nord 3- 5G,5,Wonderful camera,4,0
Oneplus Nord 3- 5G,5,Worth varma worthuuu....,4,0
Oneplus Nord 3- 5G,5,"Perfect dilivery, and very nice device i got",4,0
Oneplus Nord 3- 5G,5,Enough for me,14,6
Oneplus Nord 3- 5G,4,This phone is really nice,3,0
Oneplus Nord 3- 5G,5,Good product,3,0
Oneplus Nord 3- 5G,5,Camera performance mind blowing,3,0
Oneplus Nord 3- 5G,5,"Worth it .
Camera is absolutely fantastic
Process is amazing
Display is outstanding
Totally worth it to spend money on this..
Just a little fast battery drainage compared to others but it is nothing because it has 80W fast charging.
Go for it .",3,0
Oneplus Nord 3- 5G,5,"Good For Normal Usage

Camera: Take good photos, portrait mode good but doesn't zoom. Not recommended for videography, too much over sharpening.

Battery: Okay, 6-7 Hours SOT. Charging Time - 35 to 40 Minutes.

Storage: System takes about 20GB, 100GB free available space. Go for 256GB varient if you can.

User experience: Good user experience no lags in normal usage.",3,0
Oneplus Nord 3- 5G,5,"Worth the money..
Nice phone
Battery draining issue
Update may fix the issues",3,0
Oneplus Nord 3- 5G,5,Osm product Flipkart fabulous product,3,0
Oneplus Nord 3- 5G,5,Nice.,2,0
Oneplus Nord 3- 5G,5,"Phone is look good.design,camera, display all good.battery drain fastly.",3,0
Oneplus Nord 3- 5G,5,Excellent performance,3,0
Oneplus Nord 3- 5G,5,Awesome,3,0
Oneplus Nord 3- 5G,5,Good OnePlus nord3 5g olit,5,1
Oneplus Nord 3- 5G,3,"Product camera and everything are awesome.
But his battery back-up is too rough, I observed without any use in standby I loss 28% charge in 8 hour.
Finally Normally uses of this fone total battery back-up is 6 to 7 hours only.
When I use fone continue from 95 % to 15 % only in 4 hour 16 minutes.",4,0
Oneplus Nord 3- 5G,5,Awesome product,8,3
Oneplus Nord 3- 5G,5,Amazing camera,11,6
Oneplus Nord 3- 5G,5,I like the design and experience this not an heavy device but you can go for under 30k,6,2
Oneplus Nord 3- 5G,5,"The OnePlus Nord 3 impresses on all fronts, delivering a powerful and well-rounded smartphone experience. It strikes the perfect balance between performance, design, and affordability, making it a strong contender in the mid-range smartphone market. If you're in the market for a capable device without breaking the bank, the Nord 3 should be at the top of your list.

Pros:
Exceptional performance
Stunning AMOLED display with high refresh rate
Sleek and premium design
Efficient OxygenOS software
5G connectivity for future-proofing

Cons:
Slightly improved low-light camera performance and needed expandable storage option.",6,2
Oneplus Nord 3- 5G,4,"It is the best smartphone for everyone who is looking for an all rounder phone under 25k.
I was worried about its reviews about heating and battery drain but in my device there is no such problem. Yeah this device slightly heats up while gaming or heavy tasks but it is normal these days.
Overall a good value for money smartphone.",4,1
Oneplus Nord 3- 5G,5,Nice,13,9
Oneplus Nord 3- 5G,5,Camera is good,4,1
Oneplus Nord 3- 5G,4,Great smartphone,1,0
Oneplus Nord 3- 5G,4,"Very nice mobile, but average cameras",2,0
Oneplus Nord 3- 5G,4,"Amazing photo Quality, Display Screen is Wow Overall Mobile Is Good",2,0
Oneplus Nord 3- 5G,4,Good product,2,0
Oneplus Nord 3- 5G,4,All are ok but battery so drain to fast,2,0
Oneplus Nord 3- 5G,4,Very good phone,2,0
Oneplus Nord 3- 5G,4,A most powerful phone,2,0
Oneplus Nord 3- 5G,4,Good product,2,0
Oneplus Nord 3- 5G,5,Good phone in this price range,2,0
Oneplus Nord 3- 5G,5,Good product,2,0
Oneplus Nord 3- 5G,5,OnePlus Nord 3g mobile is so good,2,0
Oneplus Nord 3- 5G,5,OnePlus Nord 3 5g - all over very good parfromens.,2,0
Oneplus Nord 3- 5G,5,"Display top-notch
Design superb
Performance awesome
Camera is good and decent
Battery:- drains fast due to high performance and display quality :)",2,0
Oneplus Nord 3- 5G,5,This phone is very good.It doesn't hang.It gets fully charged in 30-40min.sometimes phone is heating.Battery backup is for one day.overall everything is good and battery backup is average.,2,0
Oneplus Nord 3- 5G,5,It is a nice product and I am satisfied with the delivery experience.,2,0
Oneplus Nord 3- 5G,5,"Awesome for daily use but battery is not enough for a day, it drains in Little use also but charging is awesome.",1,0
Oneplus Nord 3- 5G,5,Very much satisfied with the performance except battery as it is draining quicker than expected and the phone get warm.,1,0
Oneplus Nord 3- 5G,5,"Superb quality
Battery backup 5
Performance  
Camera   wow",2,0
Oneplus Nord 3- 5G,5,It's just awesome I truly loved it. The design the performance the haptic feedback everything is just perfect. Totally worth it.,2,0
Oneplus Nord 3- 5G,5,Super camera,1,0
Oneplus Nord 3- 5G,5,"Awesome phone, very good performance, camera is good but not wonderful... Display is very nice and smooth..... Go for it",2,0
Oneplus Nord 3- 5G,5,Awesome phone from OnePlus. Camera quality is good... battery also good. Performance is awesome. Little expensive but ... good phone,2,0
Oneplus Nord 3- 5G,5,"Good mobile but design not premium as per this price range
Over all good mobile with All functions that everyone wants
Camara good
Performance good
Battery average
Screen good
Light weight good",2,0
Oneplus Nord 3- 5G,4,"This phone is good but the price is too high, the camera quality would be better, the battery is good But I want to inform everyone that there are better phones available at this price",6,4
Oneplus Nord 3- 5G,5,"Mobile is wonderful, the display, speaker, camera. Only battery is of not that standard. Overall love it.",6,4
Oneplus Nord 3- 5G,5,Best phone,3,1
Oneplus Nord 3- 5G,5,"Good performance
Night photo",3,1
Oneplus Nord 3- 5G,3,"There are a couple of issues with this phone.
1st is the battery drainage problem. Battery is getting drained very fast.
2nd is heating issue. It is getting heated very high during charging or If you do multitasking for sometime.
3rd is camera performance. It is the worst I have ever seen. Phones in 20-25k price range have much better camera performance than this.",5,2
Oneplus Nord 3- 5G,3,Mobile is good but battery backup is very poor,2,0
Oneplus Nord 3- 5G,3,Battery is not good,2,0
Oneplus Nord 3- 5G,3,"After 3 months of use, I am facing a lagging problem when I play the PUBG in a good network.. very worst experience with this phone waste of money... The camera and battery is good.",2,0
Oneplus Nord 3- 5G,4,Good product but hit issues,2,1
Oneplus Nord 3- 5G,4,"Design feels premium
Display is very good
Battery lasts more than 14 hours for moderate user
Performance is smooth
Camera wil take good pictures but after taking photo in the gallery AI will change some of the real tone of the image
4.5/5",1,1
Oneplus Nord 3- 5G,4,Battery drained very fast.... Except this everything is good.,1,0
Oneplus Nord 3- 5G,4,Phone is good but battery backup is ok,1,0
Oneplus Nord 3- 5G,4,great product . go for it,1,0
Oneplus Nord 3- 5G,4,Nice,0,0
Oneplus Nord 3- 5G,4,Expect more from camara,0,0
Oneplus Nord 3- 5G,4,Nice   phone,0,0
Oneplus Nord 3- 5G,4,No doubt camera and performance is preety good  but it have heating issue   night camera is superb,1,0
Oneplus Nord 3- 5G,4,All good  but battery very fast drain,0,0
Oneplus Nord 3- 5G,4,"Battery is not upto the mark.
Stunning looks,
Camera could have been better.
Overall a nice phone for 21k.",1,0
Oneplus Nord 3- 5G,4,Value for money,1,0
Oneplus Nord 3- 5G,4,Tnx,0,0
Oneplus Nord 3- 5G,4,Amezing,1,0
Oneplus Nord 3- 5G,4,Still observing.,1,0
Oneplus Nord 3- 5G,4,"Camera - 8/10
Battery 7/10
Performance - 9/10
Display - 9/10
This a excellent choice for gamers",1,0
Oneplus Nord 3- 5G,4,I used this device last 10 days.its heptic vibration is too good.I think oneplus will be working on battery department.,1,0
Oneplus Nord 3- 5G,4,Mobile is good but battery drained very fast,0,0
Oneplus Nord 3- 5G,4,Mobile is best for best price but ram is down and update many features and increase the system camera quality and their charging anthems and it has only a single flash don't 2 it has micro camera and 50 mp camera and front selfie camera and another one is not worked processing is fast,1,0
Oneplus Nord 3- 5G,4,Just ok,1,0
Oneplus Nord 3- 5G,4,One of the best all-rounder phone under 30k,0,0
Oneplus Nord 3- 5G,4,"Everything is smooth, ,but Battery performance is some little bit.",0,0
Oneplus Nord 3- 5G,4,Good,1,0
Oneplus Nord 3- 5G,4,Good for regular use....but battery drain issues,1,0
Oneplus Nord 3- 5G,4,"My Review After two weeks of usage.
Pros : Display is good and battery can full charge within 30mints. Camera also good
Cons : feeling like battery is draining fastly and coming to performance some times facing lag issues.
Overall we can buy this if we get around at 26k",1,0
Oneplus Nord 3- 5G,3,"After using 1 month all good like performance,display, camera, design, only issue with battery performance which is unacceptable only getting less than 5 hour screen on time after 2 update by OnePlus still no improvement in battery performance.",5,3
Oneplus Nord 3- 5G,5,Not bad,3,2
Oneplus Nord 3- 5G,5,Nice product so far. Battery life is 20 hrs on 34 min full charge. The camera quality is decent. Overall good but I. The current price range.,2,1
Oneplus Nord 3- 5G,5,Nice camera quality,2,1
Oneplus Nord 3- 5G,5,best product. Value for money,1,0
Oneplus Nord 3- 5G,5,Phone is really good under 21k. But the better is average not to much good and the performance was like beast in this range and the other like design and camera is good. overall the phone is good. GO FOR IT.,1,0
Oneplus Nord 3- 5G,5,"Battery is ok or rather decent
Performance is great at this price
Camara is also good at this price
Design is really outstanding
Display is the best feature of this phone I guess",0,0
Oneplus Nord 3- 5G,5,Super best mobile,0,0
Oneplus Nord 3- 5G,5,"It's nice...camera quality very good, performance is good",0,0
Oneplus Nord 3- 5G,5,Nice performance this mobile Nord 3,0,0
Oneplus Nord 3- 5G,5,Its good prod,0,0
Oneplus Nord 3- 5G,5,Good product and camera excellent but battery drain is fast,0,0
Oneplus Nord 3- 5G,5,Good product,0,0
Oneplus Nord 3- 5G,5,"I'll update my review after some time,so far looks good",0,0
Oneplus Nord 3- 5G,5,Awesome,0,0
Oneplus Nord 3- 5G,5,Best for this price. Go for it,0,0
Oneplus Nord 3- 5G,5,Camera is good and battery is not good display is good over all experience is good software latest update is available this is good,0,0
Oneplus Nord 3- 5G,5,"Battery backup is very poor 
Display is wonderful 
Prosseser like a wow but hitting problem 
Disign very beautiful  
Nice product in this range",1,0
Oneplus Nord 3- 5G,5,Very nice oneplus,1,0
Oneplus Nord 3- 5G,5,Product is very good premium look and their design was awesome and only thing which can reduced his experience are battery and heating only this problem can occur,1,0
Oneplus Nord 3- 5G,5,Good and gaming is awesome,1,0
Oneplus Nord 3- 5G,5,"It's Camera is very nice  .
.",1,0
Oneplus Nord 3- 5G,5,"Great phone , especially at the price of 23k",1,0
Oneplus Nord 3- 5G,5,"Product is very good
Worth for money",1,0
Oneplus Nord 3- 5G,5,Good product,1,0
Oneplus Nord 3- 5G,5,Nice phone,1,0
Oneplus Nord 3- 5G,5,No doubt it is a very good mobile for allround,1,0
Oneplus Nord 3- 5G,5,good product just fix heating issue via update,0,0
Oneplus Nord 3- 5G,5,All good. But Battery Drain problem.,1,0
Oneplus Nord 3- 5G,5,Also great but heating issue,1,0
Oneplus Nord 3- 5G,5,Good Design and aesthetics. Best battery life for normal use,1,0
Oneplus Nord 3- 5G,5,Very good phone under 25k,1,0
Oneplus Nord 3- 5G,5,Good Camera,1,0
Oneplus Nord 3- 5G,5,"Mobile is very good  
But battery   is drin just
But havy gaming phone
Design is good back side",1,0
Oneplus Nord 3- 5G,5,It's an amazing one plus phone every feature is so good...,1,0
Oneplus Nord 3- 5G,5,Good looking nice phone,1,0
Oneplus Nord 3- 5G,5,This phone is very good,1,0
Oneplus Nord 3- 5G,5,Good,1,0
Oneplus Nord 3- 5G,5,Great,1,0
Oneplus Nord 3- 5G,5,Overall good but iam not recommended for pubg game play full lagg issues,1,0
Oneplus Nord 3- 5G,5,All good but battery' low,1,0
Oneplus Nord 3- 5G,5,Phenomenal,1,0
Oneplus Nord 3- 5G,5,Very good,1,0
Oneplus Nord 3- 5G,5,Awesome phone made by OnePlus.,0,0
Oneplus Nord 3- 5G,5,Great performance,1,0
Oneplus Nord 3- 5G,5,Nice phone performance good,0,0
Oneplus Nord 3- 5G,5,Overall very good but camera is slightly low quality,1,0
Oneplus Nord 3- 5G,5,Best for 30k cameras are awesome,1,0
Oneplus Nord 3- 5G,5,OnePlus note 3 5g camera quality is good .. Gaming parform is good  . Display quality is excellent  .,1,0
Oneplus Nord 3- 5G,5,Nice,1,0
Oneplus Nord 3- 5G,5,Good,1,0
Oneplus Nord 3- 5G,5,"It is a good phone on this price range, Camera is ok, BGMI with smooth 90fps for gamer. And the design is really cool.",1,0
Oneplus Nord 3- 5G,5,Very good mobile and performance,0,0
Oneplus Nord 3- 5G,5,Stable phone on all marks,1,0
Oneplus Nord 3- 5G,5,Xlent product,1,0
Oneplus Nord 3- 5G,5,Every thing is soo good about this phone.,1,0
Oneplus Nord 3- 5G,5,It's very awesome and fantastic and very much for good for me,0,0
Oneplus Nord 3- 5G,5,Mind blowing,1,0
Oneplus Nord 3- 5G,3,"Hanging started after 3 months hanging, hanging, hanging",3,2
Oneplus Nord 3- 5G,3,over heating at its peak and no return option .worst purchase ever,2,0
Oneplus Nord 3- 5G,3,Heats then throttles and drains a lot of battery,2,1
Oneplus Nord 3- 5G,3,Very bad in price,1,1
Oneplus Nord 3- 5G,3,Lag perfo,1,0
Oneplus Nord 3- 5G,3,Excellent,0,0
Oneplus Nord 3- 5G,3,battery discharging rapidly,0,0
Oneplus Nord 3- 5G,3,"Good Mobile, but heats up during routine use (even without games), battery life is short. Avoid this mobile",0,0
Oneplus Nord 3- 5G,3,Battery performance is very Poor,0,0
Oneplus Nord 3- 5G,3,Not much good just ok look wise nice battery average camera average fingure print takes some times,1,0
Oneplus Nord 3- 5G,3,"Battery is drain fast charging ok
Battery drain fast",0,0
Oneplus Nord 3- 5G,3,So much disappointed with battery performance,1,0
Oneplus Nord 3- 5G,3,"A good overall product. Main camera is great but selfie camera is below average. Battery is unpredictable, works for 8 hours one day and next day runs only for 5 hours. Fast charging works great. 8 gb Ram varient is slow and needs ram extension to work smoothly.
Suggestions: increase your budget and buy 11R",1,0
Oneplus Nord 3- 5G,3,As per my experience Average phone. Not bad but also not good. Battery   drain with high speed. Charge only in 40 minutes. Camera quality good.,1,0
Oneplus Nord 3- 5G,3,Nice camera,0,0
Oneplus Nord 3- 5G,3,"Nice and beautiful mobile one plus Nord 3
Performance very smoothly working nice",1,0
Oneplus Nord 3- 5G,3,Good and fantastic,1,0
Oneplus Nord 3- 5G,4,Value for money,1,1
Oneplus Nord 3- 5G,4,Nice mobile..,1,1
Oneplus Nord 3- 5G,4,"The OnePlus Nord 3 is an exceptional smartphone, boasting an impressive blend of powerful features and a sleek design.

*Its high-quality 6.7-inch AMOLED display delivers stunning visuals, offering a delightful viewing experience for media and gaming.

*With its Flagship processor and 5G capability, the Nord 3 ensures smooth, lag-free performance, making multitasking a breeze.

*The camera setup, including a versatile Triple camera system, captures detailed and vibrant photos but could be much better.


*The phone's seamless user interface and rapid charging capability with a 5000mah massive battery further enhance its overall appeal, making it a standout choice for those seeking a superb all-around mobile experience.",1,1
Oneplus Nord 3- 5G,5,Super camera,1,1
Oneplus Nord 3- 5G,5,"Very balanced phone with clean software
Battery life can be improved",1,1
Oneplus Nord 3- 5G,5,Battery draining sooo fast with out operating also drains very fast very bad experience in battery   performance,116,26
Oneplus Nord 3- 5G,5,"Battery is good.SOT upto 7 hours with normal use.camera, display, performance is also good.If you get it around 20-25k it's the best on segment.none can beat it.......",0,0
Oneplus Nord 3- 5G,3,Good,0,0
Oneplus Nord 3- 5G,4,"Nice value for money
Facing some battery drain issue..
Other wise best phone under 22k",0,0
Oneplus Nord 3- 5G,5,"Good looking
......
..m..
....",0,0
Oneplus Nord 3- 5G,5,Best product,0,0
Oneplus Nord 3- 5G,3,Not a successful phone,0,0
Oneplus Nord 3- 5G,5,Great,0,0
Oneplus Nord 3- 5G,3,"this product battery problem.
This phone waste of money.
Battery not working",0,4
Oneplus Nord 3- 5G,5,Very nice,0,0
Oneplus Nord 3- 5G,3,Good product,0,0
Oneplus Nord 3- 5G,5,"Nice camera quality photo
Good phone",0,0
Oneplus Nord 3- 5G,5,Good product,0,0
Oneplus Nord 3- 5G,5,Good,0,0
Oneplus Nord 3- 5G,5,It is a very balanced phone I bought at 22000 and at this price it offers killer specifications with OnePlus branding.,0,0
Oneplus Nord 3- 5G,5,This is amazing product and I got brand New mobile not a activated and refurbished mobile,0,0
Oneplus Nord 3- 5G,4,Good Phone for use,0,0
Oneplus Nord 3- 5G,4,Overall phone is good but battery is average.,0,0
Oneplus Nord 3- 5G,5,Best product,0,0
Oneplus Nord 3- 5G,5,Love OnePlus,0,0
Oneplus Nord 3- 5G,5,Excellent phone and excellent camera,0,0
Oneplus Nord 3- 5G,5,Osm product so nice,0,0
Oneplus Nord 3- 5G,5,"Excellent deal, I'm satisfied personally because in terms of price got quility awesome thank to Flipkart.",0,0
Oneplus Nord 3- 5G,4,"bought it for 21k, best for this price

Camera is average but GCAM is the saviour here

Battery is good not great -6hrs SOT plus 1hour call+ Spotify

Display and in display fingerprint is excellent

Design - I like the design very much - a copy of Asus Zenfone

Performance is great, iam not a gamer, I don't use performance mode either",0,0
Oneplus Nord 3- 5G,5,"Performance - 5/5
Camera - 5/5 (according to price camera is best)
Display - 5/5
Battery - 3.5/5

Design - 4.5/5
Connectivity - 4.5/5
Satisfaction - 5/5",0,0
Oneplus Nord 3- 5G,5,"Phone ig veri osm so nice  
Valum laud
And betari bekam nice
And display osm
Luk ig veri good
I am so happy
This mai new phone veri beautiful",0,0
Oneplus Nord 3- 5G,5,Superb,0,0
Oneplus Nord 3- 5G,5,Good performance,0,0
Oneplus Nord 3- 5G,4,"Nice camera, design, display,.....
But battery backup are poor.",0,0
Oneplus Nord 3- 5G,5,Very nice product,0,0
Oneplus Nord 3- 5G,5,Fast delivery and product is wonderful,0,0
Oneplus Nord 3- 5G,4,"Battery issue  
Phone hang
Phone heating",6,4
Oneplus Nord 3- 5G,5,Avarage product.. not good,2,1
Oneplus Nord 3- 5G,3,Good,0,0
Oneplus Nord 3- 5G,5,I got the best deal from flipkart perfect smartphone in this range,0,0
Oneplus Nord 3- 5G,3,"Depending on your old phone
And gaming performance very bad
Battery drain fast 4 to 4.5 hours backup",0,0
Oneplus Nord 3- 5G,3,worst battery and has heating issue. only 3hrs SOT while browsing and video playback,3,2
Oneplus Nord 3- 5G,5,Over weight and size are to big....not use for daily purposes and design are also big .... Difficult to carry in pocket,0,0
Oneplus Nord 3- 5G,5,"Super value for money
Go for it",0,0
Oneplus Nord 3- 5G,5,Thanks Flipkart,0,0
Oneplus Nord 3- 5G,5,Excellent,0,0
Oneplus Nord 3- 5G,5,Nice. But service close in India.,0,0
Oneplus Nord 3- 5G,5,Camera   very nice  ......,0,0
Oneplus Nord 3- 5G,5,Nice phone*****,0,0
Oneplus Nord 3- 5G,4,"Heating issu battery drain
Hang issue",0,0
Oneplus Nord 3- 5G,5,Everything is okay at this price but battery is below avg,0,0
Oneplus Nord 3- 5G,5,Nice product,0,0
Oneplus Nord 3- 5G,4,Good product.,0,0
Oneplus Nord 3- 5G,5,SUPER,0,0
Oneplus Nord 3- 5G,5,Best,0,0
Oneplus Nord 3- 5G,4,Oneplus my first choice,0,0
Oneplus Nord 3- 5G,4,"UI experience is very good thanks to 1+ light weight touch is too smooth, Overall nice product.",0,1
Oneplus Nord 3- 5G,5,Everything good but battery drain,0,0
Oneplus Nord 3- 5G,4,Nice phone but battery is a weak point.,0,1
Oneplus Nord 3- 5G,3,"One plus Nord 3 has too much of heating issues, battery drained, fps drop and lagging issue in bgmi, so don't buy this phone for gaming",0,1
Oneplus Nord 3- 5G,5,Nice mobile,0,0
Oneplus Nord 3- 5G,5,Awesome product,0,0
Oneplus Nord 3- 5G,5,Good,0,0
Oneplus Nord 3- 5G,5,Fantastic,0,0
Oneplus Nord 3- 5G,5,"So ,nice",0,0
Oneplus Nord 3- 5G,5,Thanks Flipkart,0,0
Oneplus Nord 3- 5G,5,"Oneplus nord 3 is a very good powerful processor and
Very good quality phone .display 10/10  
Thank you you .oneplus",0,0
Oneplus Nord 3- 5G,5,Over all good performance,0,0
Oneplus Nord 3- 5G,5,Good,0,0
Oneplus Nord 3- 5G,5,What a picture,0,0
Oneplus Nord 3- 5G,3,good product but battary is vary bad only 5 ;30 hour use then Charge have to do,0,0
Oneplus Nord 3- 5G,5,"Excellence  
Thanks a lots of Flipkart.",0,0
Oneplus Nord 3- 5G,3,"Phone is really good except battery backup. Good All-Rounder Phone in this price range (Under 24K).
In normal use no heating issue only one problem face that is battery. Battery backup disappoint me",0,0
Oneplus Nord 3- 5G,4,"It has two issues, one is heating on normal use which got resolved after an update and the second is battery draining I hope they can resolve this with further updates. Apart from those two remaining things are perfect especially the display and sound department with a pretty decent camera.

Go and get yourself one if the price is under 25k. Love the alert slider",0,0
Oneplus Nord 3- 5G,5,I am very happy,0,0
Oneplus Nord 3- 5G,3,Oneplus super mobile device,0,0
Oneplus Nord 3- 5G,5,"Good product,i like this,",0,0
Oneplus Nord 3- 5G,5,"Nice product
In this price best phone  

Thanks",0,2
Oneplus Nord 3- 5G,5,Good phone and worth to purchase,0,1
Oneplus Nord 3- 5G,4,Nice looking,0,0
