Product Name,Rating,Review,Likes,Dislikes
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice phone ! Can go for it,8,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Excellent phone .go with it,8,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Very good,6,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Good Performance,14,5
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"The best processor i have ever seen in this mobile . Performance was best and i brought only seeing the processor. If you want to store high data this phone will be the best. No lag issues.
I am dissatisfied with battery life since it consumes a high amount of battery though using for 4 to 5 hrs continuously as it is new.its too much smooth and charging is so fast. If you see any lag issue in any app then it might be an bug in that app but not the mobile fault",4,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Excellent camera performance..... Good optimisation in battery back up.... excellent performance... Lovable design,4,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Super photo and video hosting,11,4
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice,11,4
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Updated to Android 14. Overall good phone, performance, built quality, display, oxygen os, call quality, network reception, sound, battery backup, charging speed, all are good, except the camera department. Front camera has a face beauty mode, which does not work properly. It shows smooth skin while capturing but then makes the skin look rough again after capturing, so it just spoils the joy of taking selfies. Retouch/beautify during video call option is disabled in this phone. So, without these basic and essential camera features I don't recommend anybody to buy this phone.",3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,This is a very good phone. I got this phone at a very low price. The camera is amazing. The battery is also amazing. The performance is also best. Everyone is requested to please buy this product without thinking. Thank you.,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Worth uh parama .. worth aeeee....,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,OnePlus 11R 5G . Money value mobile camera   was outstanding performance and batter also so good backup and important charging very fast charging,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Best premium Smartphone,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Super Camera,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Very good product,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Working is best smart phone   but camera module is small wike..,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Awesome phone and best performance.,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Just amazing  ...,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice phone with nice camera clarity,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Feels like battery drains fast..,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Amazing product,12,5
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,VALUE FOR MONEY PRODUCT BUT IF YOU NEED PROPER PROFESSIONAL PHOTOGRAPHY THEN RECOMMENDED THE VIVO MOBILES THE VIVO X SERIES I,5,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Nyc products,5,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Excellent Camera Very Good Performance Simply Awesome,8,4
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Hardware specs are fantastic . Great display ,
fast performance ,
battery holds up pretty well
Good camera
The reason for a 3 star rating is the software .
Coming from a Samsung phone this UI does not feel premium tbh . I have a few issues with it
- the notifications panel is a big inconvenience . You cannot drag to collapse or expand . You have to click the tiny down arrow on the corner of the notification. Google news does display properly on the notification panel .
Swiping right clears the notification but sweeping left doesn't . If swiping left you have to do it twice to clear
- 15s skip forward on spotify doesn't skip forward when on lockscreen . It rewinds 15s
- colour picker from wallpaper doesn't seem to work properly . It does not matter which points you choose only one colour gets applied everywhere

Just mentioning some issues i have been facing . Stuff you cannot find on a spec sheet . Hope they fix all these in the upcoming updates",24,12
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Performance was good,4,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"I have been using it for 3-4 days now the camera is the quality I wanted
Performance is also a good display is amazing
Go ahead",18,16
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Camera is not upto the mark. Apart from that everything is fine. Overall it's a good phone.,6,2
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Best Phone under 40k,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Awesome Mobile Very Smooth and Camera Quality good.,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Gud camera clarity.. so many new things in phone technology is more applicable.. worth buying,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice phone,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Excellent,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Everything all over performance is superb,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,I love this phone,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Night mode is osm,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Phone is good .I m using this phone last 2 months .everything is good ..,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Excellent phone with good bettey backup, screen resolution quality is perfect, camera quality perfect overall worth it for your money",2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Good Model and make,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,nice product,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice product gaming phone and very good performance,7,4
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Best mobile at best price...,7,5
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice one plus phone very good experience,6,4
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Best Product from OnePlus...Worth buying it,0,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice design and camera   quality,3,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Yesterday I purchased. Battery and performance will confirm after some day use,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"I have been using this device for the past one month, and so far, I haven't encountered any issues.
Everything is good
Here are my review
Display 5/5
Battery 4/5
Charging speed 5/5
Haptic feedback 5/5
Speaker 4/5
Performance 5/5",4,2
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice phone it is better than nothing,3,2
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Camera Quality Is Just Awesome  
Good Performance...
Totally The Mobile Is So Nice",2,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Nice Camera.....,2,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,"Battery 10/10
Camera 10/10
Voice quality 10/10",2,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice mobile and performance is very good,2,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,"Good product nice battery
Good display
Design super
All is ok",2,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Very nice Mobile but the only issue is about battery it just drains quickly if we continuesly listen music or watch videos.,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Mobile is having excellent display, excellent in power packed performance but only thing is battery drain fast..",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Good Phone.,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Nice phone good performance,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Everything perfect except weight. . Little bit heavy,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Excellent mobile,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,My favourite brand,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Super,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Ok ok,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Nice phone in camera prosesser an display
Good features.speker are good quality.Gaming performance is good PUBG mobile in 90 fps smooth game play for this device
Fast charging Customers like the performance, quality and charging speed of the cellular phone. For example, they mention it works efficiently, has an excellent processor and that it supports 100W fast charging
Back and front camera are good
This phone is good for this price
Good night mode camera and video",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice proformance,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Value for money product,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Ok,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Nice phone,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Superb,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Overall gud,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Very good mobile,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Super,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Soo good,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Good product,but back camera design is just like Chinese phone",0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Very much satisfied,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Good,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,"Product is so good  
And camera battery also awesome",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,awesome phone picture quality are best,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Wonderful phone with good design n battery life but I am facing issue of having thin line of pink and green colour on my display screen,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Perfect Night Mode with best performance,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Excellent,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Excellent,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Awesome   my best phone  
Best camera  
Best performance",0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,One of the best model one plus have using this phone past 2 months the display is Excellent..,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Awesome phone,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Super hero OnePlus 11R,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,"Masterpiece in performance and love the display of this phone.
Waiting for some update to improve camera functions.it could have been improved .
Worth to buy",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"I was One plus 7 pro user.
Display quality is not that satisfactory because it have 451 ppi only.
Primary 50 mp camera is good but another 2 (wild angle and macro) is only 8 and 2.
Night vision camera is good again only 50mp camera works satisfactory rest 2 cameras are useless I will say.
The processor and speed is mind-blowing.
Selfie camera is average.
Battery charging speed is incredible It charges 100% only in 20-25 minutes.
That work around 7 8 hours heavy performance and normal usage you can use upto entire day.
Game is experience is good.
Phone built quality and comfort is good.
If you are looking under 50k this is a good phone(16/256gb)
Feature (display,camera, processor) wise One plus 11 is better than one plus 11r but obviously you have to pay more extra bucks.
I will rate
Display 3.5/5
Processor 5/5
Camera 3/5
Battery 4.5/5",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,My new phone one plus,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Superb 5/5,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Overall very good phone,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Good performance, 13.1 software updated , no green line issue. Updated features. NYC phone",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nise mobile,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,No doubt just buy it .....,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Good Camera,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,I bought for my brother,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,"awesome night mode, I just loved that mode",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,A another level performance   no comparison of this ph  love it,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Very good. Camera and design of mobile,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Very very good product based on performance
Camera vise little big update needed
Battery vise good it will last easily a day with medium use and heavy use its ok
Value for money no doubt at all",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,This Phone is a perfect piece for performance but camera zooming features not much satisfied. Audio quality and music features are extraordinary. Overall ratings for this Phone I will give 4/5 stars,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Nice product....i like it.... very nice and very easy useful product. Camera performance is very good  ...and also beautiful designed mobile pic.,3,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,The carema is good but the wide angle and telephoto lens could have been better. And oneplus should introduce a 3.5mm headphone jack to their device.,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Exllent battery back and Superb camera and totally superb phone,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Battery is not good as per 5000 mah and overall good phone I recommend to buy,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Best Mobile to purchase. Everything is best.,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Quality product not expected.. battery issues  
An hetting isue....",19,8
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,IN MAY 2024 STILL A GOOD DEAL FROM ONEPLUS BEST PRICE WITH ALL THE SPECS... GO FOR IT...,1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Just wow,1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,All things is nice but weight is too much ...and Battery backup is not like 5000 mh,1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,"better than iPhone 14
camera 
performance 
gaming 
battery",1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"I really like this phone because it has a long-lasting battery. It can last for hours and days without needing to be recharged. I also like the design and features of the phone, which make it convenient and easy to use.",1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Nice phone love   one plus,1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Could have done better with the camera for low lighting shots, But still a better one in OnePlus models.

Cons:
No wide angle for the front camera.
No HDR pictures in wide angle or zoomed clicks.",1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Phone is good, excellent performance, good enough camera quality...I am using first time phone of one plus and much satisfied..",1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,"Very nice mobile, battery backup, display, camera all are good and also haptics are good",1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Battery   back up is not good.If you want long lasting battery don't go with this phone.
Back camera is good but after zooming photo will be blur.and Rear Camera also not very good",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",3,All things perfectly good performance working specially camera it is excellent image capture. But only battery Draining fast is a problem I have faced for this phone. Please fix this problem OnePlus team,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",3,"Oneplus 11R is very very good experience at this price range. Camera quality is good.chargeing speed awesone 0--100% just 30 min. But battery quality is not very good. Only 9--10 hours screen on time. Nfc supported. Wifi and network connection is awesome. Screen refresh quality
really very very good.

Display ----5*
Design ---4*
Camera---4*
Chargeing---5*
Battery ---3*
Wifi/Data---5*",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",3,Night mode photos soft,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",3,"Battery discharging fast, not even in yse",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",3,not worth against cost. Xiaomi 10 pro max has better experience.,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",3,Power key is verry bed no work,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Good Phone.,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,One of the worst phone in terms of performance. It lags a lot without any response.,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",1,This product is awesome desigan,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Very good mobile,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Team if you are purchasing regarding ram then you can buy it. But the battery will drain very soon .,2,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",2,Very Bad Camera Quality ..Also the 10X zoom not effective at all... Very Poor One Plus Quality Deteriration,1,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",1,Nice phone good performance,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"OnePlus 11R nice everything is well work charging battery was very fast  , but mobile when you use net little longer it started hit
Over all very good",0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,"Battery will not stand at list 5 hours
Battery problem is the most horrible thing and front camera is also not good",1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",1,I love this mobile,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Just like a wow Product,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Very good mobile,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Overall good,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Good,0,1
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Good mobil,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"It's outstanding device, Glad to get it well in time, Design is so fabulous",0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Very very very good,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice phone,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,My favourite brand,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Excellent,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4.5,Great experience,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,So nice thes phone,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,"Within one month my one puls 11r is death because of just rain water lock
The one puls show rooms says no warranty coverage because of water lock
My motherboard has been death
And finnally within one month one puls 11r death
This is very very bad
So plz don't buy this product
Waste of my amount and one puls service centre workers also not response (TNagar branch)",7,3
"OnePlus 11R 5G (Galactic Silver, 256 GB)",1,Ok ok,1,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Good quality..,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Mobile is awesome,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",1,A beast of a Phone,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,After two days uses phone so good in every aspect,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",5,Nice,0,0
"OnePlus 11R 5G (Galactic Silver, 256 GB)",4,Good prod,0,0
