Product Name,Rating,Review,Likes,Dislikes
F-Redmi note 13pro 5G,3,First of all redmi team you are failed in this product. And who are planning to purchase this product. I am personally requesting you all don't buy this product and with in very short period my opinion changed on this product. Different types issues found.. 1- Hanging 2- Battery draining 3- over heating 4- Camera zooming and not quality pics for this price. 5- some times touch not working,1,0
F-Redmi note 13pro 5G,3,Processor not good,0,0
F-Redmi note 13pro 5G,3,Heating issue,0,0
F-Redmi note 13pro 5G,3,"Not up to the expected
Camera not so good, night version is good 200mp not experiencing
Battery drain very quickly
Little heat issues
Display is good
Disgn is good
Not much weight
Not satisfied with product felt given more price to this
In this price this is not product..",0,0
F-Redmi note 13pro 5G,3,Worst performance by this camera. How it is 200mp!!,1,0
F-Redmi note 13pro 5G,3,"Camera is worst
Battery performance is very bad
Mobile camera design is classy but risky
Over all mobile medium performed",1,0
F-Redmi note 13pro 5G,3,Camera totaly waste even 6k phone having good camera. Totally this phone not worth for 30k and above. Viewers better don't bye this mobile go for 20k+ mobiles in the market it's far better than this. Xiaomi make us fool,1,0
F-Redmi note 13pro 5G,5,Highest quality product amazing battery backup and camera,2,2
F-Redmi note 13pro 5G,4,"I bought this phone cause it was the one with all the features like ip68, good cam, good resolution, avg performance...Battery wasn't upto the mark...it drains faster than I expected ..it doesn't drain fast gives a decent battery life but I was expecting a better battery life with 5000mah also camera isn't also that good as promised ..slight shaking creates blur or shakky objects...but on the positive side ..if u want a phone for avg daily usage ...it's a good phone",1,0
F-Redmi note 13pro 5G,5,"Review after 3 months usage. 12GB /512GB Model.
*Superb design and looks.
*Amazing camera. Superb in outdoor photography but not that great in low light photography.
Superb battery. No heating issues, a day's backup with moderate usage on 5G, gets fully charged under 20 minutes.
Superb performance. I have installed 150 apps which includes 20 games like BGMI, Genshin Impact etc but no lagging issues and no heating issues as well. Smooth switching between apps.
Plenty of storage. I have turned off my cloud backups as you will never run out of space. 512 GB version gives you a lot of memory. I use my phone as a backup hard drive for my laptop.
Simply amazing just go for it. I exchanged my old phone and got a 4800 discount at a superb price.",2,2
F-Redmi note 13pro 5G,4,Nice phone good camera rea,2,6
F-Redmi note 13pro 5G,5,Very good camera quality   Performance also so good   Worth for money,2,4
F-Redmi note 13pro 5G,5,Mobile is good overall but battery backup not meet the level of promise of all other mi mobile have,1,1
F-Redmi note 13pro 5G,5,Nice mobile. Camera is awesome,1,1
F-Redmi note 13pro 5G,5,Good,1,1
F-Redmi note 13pro 5G,5,Nice  but ok,1,0
F-Redmi note 13pro 5G,5,Amazing phone,1,0
F-Redmi note 13pro 5G,5,Great looks ... Excellent performance.... Ordered on the 11th ....Received on the 13th .... haven't charged till yet as battery is still holding on.... Bloatware was easy to uninstall.... Super smooth UI .... Looking forward to a problem free time with this phone for the next 3-4 years.,1,1
F-Redmi note 13pro 5G,5,Virey nice product,1,0
F-Redmi note 13pro 5G,5,Super camera,1,0
F-Redmi note 13pro 5G,5,"It is awesome product by performance, design is cool and premium, camera quality awesome.",1,1
F-Redmi note 13pro 5G,5,Awesome phone just loved it,1,1
F-Redmi note 13pro 5G,4,Awesome Product and Good Camera Quality.,1,3
F-Redmi note 13pro 5G,3,Redmi13pro cemera very poor lens not working and battery 4 hours working please my mobile exchange,51,14
F-Redmi note 13pro 5G,3,"After 2 weeks of use

5000mah battery   4000mah battery 
200mp camera  64mp camera 
Full Charge in 19 min full charg in 50min 

Performance is not up to level
Phone heats while playing games and stand by

Best part
Sound quality is good
Display and design amazing",1,0
F-Redmi note 13pro 5G,3,Camera is not too good like 200 mp with only 2x zoom,1,1
F-Redmi note 13pro 5G,5,"Everything looks good, except battery backup. Battery is draining too fast.... Need to fix this...",1,0
F-Redmi note 13pro 5G,5,Most powerful and bast camera,0,0
F-Redmi note 13pro 5G,3,Overall good   fast charging 20 min ok super,0,0
F-Redmi note 13pro 5G,4,Super,0,0
F-Redmi note 13pro 5G,5,Go for it,0,0
F-Redmi note 13pro 5G,4,"Phone design is good, it is value for money",0,0
F-Redmi note 13pro 5G,5,"Redmi is always brand in all over india... And it's beast of phone, but some camera update would come.all performance is good",0,0
F-Redmi note 13pro 5G,5,After 2 days mobile is auto switch off and overheating,0,0
F-Redmi note 13pro 5G,5,Nice redmi note 13pro plus phone my best phone,0,0
F-Redmi note 13pro 5G,5,Good product nice camera,0,0
F-Redmi note 13pro 5G,3,It's is very good phone and it's display is Full hd it is very good your purchase is very good,0,0
F-Redmi note 13pro 5G,4,Very good phone,0,0
F-Redmi note 13pro 5G,4,Good quality,0,0
F-Redmi note 13pro 5G,5,"It could be more better at this price range. Battery and Camera needs attention. It's otherwise good, sturdy, good looking, as you all know it's from MI.... Overall a nice phone friends.....,",0,0
F-Redmi note 13pro 5G,5,Battery suddenly low price to High quality worst,0,0
F-Redmi note 13pro 5G,5,"Performance - it's okey, not something very good

The IP68 rating is only a gimmick. It got wet in the rain and now according to the service centre it will need both motherboard and display change. Total repair cost will be bigger than the total cost of the phone.",4,2
F-Redmi note 13pro 5G,3,Ok product bad,0,0
F-Redmi note 13pro 5G,5,"Excellent mobile 
Display awesome
Perfomence good
Camera good

Over all good mobile",0,0
F-Redmi note 13pro 5G,5,Is Cable of Redmi note 13 pro plus 5g 6A (Ampere),1,3
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,5,Battery backup very poor,1,0
F-Redmi note 13pro 5G,5,Best performance of budget segment best camera  clarity fantastic pictures,0,1
F-Redmi note 13pro 5G,5,Nice,0,0
F-Redmi note 13pro 5G,5,Very bad,0,1
F-Redmi note 13pro 5G,4,Nyc,0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,5,Mobile Heating issue Very high,1,0
F-Redmi note 13pro 5G,4,"Display 10/10 
Camera 9/10 
Battery 8/10 
Charging speed 10/10 
Performance 8/10 
Overall Good Smartphone.I love it.... 
Thanks Xiaomi..",0,2
F-Redmi note 13pro 5G,3,"Overheating, just a hype of camera, battery drains in 5 hrs only cl and app no games used.
Better buy 15000 sets only",3,0
F-Redmi note 13pro 5G,4,Not good,0,0
F-Redmi note 13pro 5G,4,Good phone,0,0
F-Redmi note 13pro 5G,5,Battery not performed well as expected other all seem to be worth as per price,0,0
F-Redmi note 13pro 5G,5,Nice product,0,0
F-Redmi note 13pro 5G,3,Redmi phones are always have heating problem.. Hyperos is also sucking battery and heating while gaming or vedio streaming,0,0
F-Redmi note 13pro 5G,4,All over is okay but quick heat up pho,0,0
F-Redmi note 13pro 5G,5,I will USG 10mits mobile was heat,1,0
F-Redmi note 13pro 5G,5,Must Awesome Phone Love It,0,0
F-Redmi note 13pro 5G,5,Nice products but not latest Android version 14,0,0
F-Redmi note 13pro 5G,5,Not recommended,1,0
F-Redmi note 13pro 5G,5,"Honest review after 2.5 months of use.
- Worst flagship phone ever, it's basically not flagship.
- The camera is poor when compared with the Redmi Note 8 pro.
- Battery performance is ok but charging speed is best.
- phone lags a lot.
- too many bugs.
- Color Gamut not natural.
- too much hyped reviews when compared with technical specifications.",0,0
F-Redmi note 13pro 5G,4,Fully water proof,0,0
F-Redmi note 13pro 5G,5,Good product,0,0
F-Redmi note 13pro 5G,5,Good phone,0,0
F-Redmi note 13pro 5G,5,Supar smart fhon,0,0
F-Redmi note 13pro 5G,3,"Camera quality of the phone is really poor and battery doesn't last long, most of the claims made by the company are really false.",0,0
F-Redmi note 13pro 5G,5,Goof workng,0,0
F-Redmi note 13pro 5G,5,No longer battery,0,0
F-Redmi note 13pro 5G,5,Nice,0,0
F-Redmi note 13pro 5G,3,"1.Facing Hanging issue
2. Heating issue
3 Fast Charging but drain rapidly",0,0
F-Redmi note 13pro 5G,4,Very nice,0,0
F-Redmi note 13pro 5G,5,Bad battery,0,0
F-Redmi note 13pro 5G,5,Best product nd use best camera best picture nd designed best,0,0
F-Redmi note 13pro 5G,3,Amazing phone,0,0
F-Redmi note 13pro 5G,5,NFC is not working at all,0,0
F-Redmi note 13pro 5G,5,Nice and good mobile,0,0
F-Redmi note 13pro 5G,5,Poor battery quality,0,0
F-Redmi note 13pro 5G,5,"Poor battery, over heat, buyers need power bank",1,0
F-Redmi note 13pro 5G,4,Overheating problem even when there are no apps running. Problem started after installing an upgrade. Prior to upgrade battery performance was better but now the battery drains within 2-3 hours. This is unacceptable for a phone of this price.,2,1
F-Redmi note 13pro 5G,5,Best pro,0,0
F-Redmi note 13pro 5G,5,Almost Good for redmi,0,0
F-Redmi note 13pro 5G,4,Very good product,0,0
F-Redmi note 13pro 5G,5,Value For Money,0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,4,"It's okay, but we expected it to be a good phone because of adds",0,0
F-Redmi note 13pro 5G,3,OK bat Not ok,0,0
F-Redmi note 13pro 5G,5,Redmi note 13 pro plus 12/512 is very good device for daily usage,0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,5,heating too much,1,0
F-Redmi note 13pro 5G,5,Nice photo,0,0
F-Redmi note 13pro 5G,5,Everything is good,0,0
F-Redmi note 13pro 5G,5,This  phones is ware speed and smooth camera 100,0,0
F-Redmi note 13pro 5G,5,Battery drinking to fast,0,0
F-Redmi note 13pro 5G,5,"GOOD MOBILE, VERY FAST AND GOOD BRAND",0,0
F-Redmi note 13pro 5G,5,"This is the 1st time, I purchased Redmi Brand mobile. I am very satisfied with the product after 10 days of usage 12/256 variant. I will recommend this product.",0,0
F-Redmi note 13pro 5G,5,Good one,0,0
F-Redmi note 13pro 5G,4,I like the battery backup and the camera. Screen is big. Overall performance is good,0,0
F-Redmi note 13pro 5G,5,"Very very very poor mobile off all time
And Flipkart is the worst shopping app
Of all time",1,1
F-Redmi note 13pro 5G,5,Front camera was very worst not value for money,0,0
F-Redmi note 13pro 5G,5,All is well,0,0
F-Redmi note 13pro 5G,3,Nice product,0,0
F-Redmi note 13pro 5G,3,I am very excited for this device but little bit disappointed   camera proformance I expected lots of things regarding camera related camera is everage.battery proformance is too good.,0,0
F-Redmi note 13pro 5G,5,Nice products,0,0
F-Redmi note 13pro 5G,5,One of the best phone in this budget,0,0
F-Redmi note 13pro 5G,5,Doing good.,0,0
F-Redmi note 13pro 5G,5,"Very wrost 36,k range don't buy this phone battery drain fastly per day charge min 3 times",0,0
F-Redmi note 13pro 5G,5,"I used fone in 2months fone performance is very good.
No any problem found in this devise ,
Battery or camra performance founds some lake.",0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,4,Back side is worst and redmi cheated by marketing that it's a leather back finish,0,0
F-Redmi note 13pro 5G,5,It's perfect for basic use only battery drain very fast please do something redmi in hyper oS other then best phone,0,0
F-Redmi note 13pro 5G,3,Just okey,0,0
F-Redmi note 13pro 5G,5,Very nice,0,0
F-Redmi note 13pro 5G,4,Not good camera and mobile battery not charging,0,0
F-Redmi note 13pro 5G,4,Overall good phone... Display is ultra smoothe... Speed... Fantastic phone,0,0
F-Redmi note 13pro 5G,3,"camera is okk
battery performance is not so good
it laggs on changing in clone phone
it is not so good for gaming purpose",0,0
F-Redmi note 13pro 5G,5,Awesome,0,0
F-Redmi note 13pro 5G,5,Very Nice products,0,0
F-Redmi note 13pro 5G,5,Good one,0,0
F-Redmi note 13pro 5G,5,Nice,0,0
F-Redmi note 13pro 5G,4,"Good nice, best price the model.",0,0
F-Redmi note 13pro 5G,4,"Every feature of this phone is good, but it has a little heating problem when you use bluetooth and hotspot simultaneously, also it heats a little bit when charging. Camera should be more better as it has 200MP CAMERA.",0,0
F-Redmi note 13pro 5G,4,"I have been facing a lot of issues with Redmi not 13pro+ dialer.
I have saved all the contacts but it's now visible in the call history, only contact numbers are visible not the name.",0,0
F-Redmi note 13pro 5G,5,Better phone,0,0
F-Redmi note 13pro 5G,5,Performance of battery of this model to be improved other than that good performance.,0,0
F-Redmi note 13pro 5G,3,Battery backup is less and handset get heated up soon. Performance wise a bit slow. Not worth,0,0
F-Redmi note 13pro 5G,5,Nice product,0,0
F-Redmi note 13pro 5G,5,This is a great product!,0,0
F-Redmi note 13pro 5G,4,Worth money,0,0
F-Redmi note 13pro 5G,5,Good one,0,0
F-Redmi note 13pro 5G,5,Battery drains fast.,0,0
F-Redmi note 13pro 5G,5,Best phone of the Ondrioid,0,0
F-Redmi note 13pro 5G,4,Good go go,0,0
F-Redmi note 13pro 5G,5,Heating problem,0,0
F-Redmi note 13pro 5G,5,Best Product for this rate. Worth buying it,0,0
F-Redmi note 13pro 5G,4,Go,0,0
F-Redmi note 13pro 5G,5,Phone was network issue and touch not working properly,0,0
F-Redmi note 13pro 5G,5,Best Phone Very Fast,0,0
F-Redmi note 13pro 5G,3,In this phone all ok but the camera not good and during charge heated this phone,0,0
F-Redmi note 13pro 5G,3,"Prefer not to buy this product... Phone gets over heat very shortly, poor battery back up.... it's useless",0,0
F-Redmi note 13pro 5G,5,So nice phone,0,0
F-Redmi note 13pro 5G,3,Camera needs to be improve alot and i seen battery is reducing fast but it will last 18hours easily. Good work on screen and look style,0,0
F-Redmi note 13pro 5G,3,Volume Button is not working from Starting and Battery is Draining too fast but the charger is good charging very fast Camera is ok not like 200 Mega pixels Overall I would say it should be better than this in this price Range not Satisfied with this,0,0
F-Redmi note 13pro 5G,5,8days after phone was dead,0,1
F-Redmi note 13pro 5G,5,Nice is phone,0,0
F-Redmi note 13pro 5G,5,Awesome phone,0,0
F-Redmi note 13pro 5G,4,Good,0,0
F-Redmi note 13pro 5G,5,Super Note,0,0
F-Redmi note 13pro 5G,5,Very good,0,0
F-Redmi note 13pro 5G,3,nice phone,0,0
F-Redmi note 13pro 5G,5,Thanks redmi,0,0
F-Redmi note 13pro 5G,5,Worth to purchase,0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,3,Everythings ok except heating,0,0
F-Redmi note 13pro 5G,5,Lovely product,0,0
F-Redmi note 13pro 5G,4,"Not value for money, high price. Good display,",0,0
F-Redmi note 13pro 5G,5,Super,0,0
F-Redmi note 13pro 5G,4,"The phone is getting over heat while charging
The phone is hanging at times
The phone takes at least 40 mins together full charge",1,2
F-Redmi note 13pro 5G,5,Camera quality Very Big Issue And 120W charger 45min charging time and mobail slow and heating,0,0
F-Redmi note 13pro 5G,4,"Battery 1 day capabilities
Camera ok
Display good curved take care your self.
Performance not bad",0,0
F-Redmi note 13pro 5G,5,Over all good,0,0
F-Redmi note 13pro 5G,4,Battery backup is very low,0,0
F-Redmi note 13pro 5G,5,Very good phone... Liked it very much,0,0
F-Redmi note 13pro 5G,3,perfomance is good but battery draining too fast,0,0
F-Redmi note 13pro 5G,4,"According to the price, all features are good.",0,0
F-Redmi note 13pro 5G,3,"The leather on the back is just for show-off, but it started peeling off so quickly. Not good.",0,0
F-Redmi note 13pro 5G,5,Good phone,0,0
F-Redmi note 13pro 5G,5,Super se uper,0,0
F-Redmi note 13pro 5G,5,Good product,0,0
F-Redmi note 13pro 5G,3,"Not a value for money, weight is high, just ok phone. I purchased for miui.",0,0
F-Redmi note 13pro 5G,4,Looking Good. battery charging is fast. But battery draines soon.,0,0
F-Redmi note 13pro 5G,5,"Very bad product
Battery drain fast
No fast charging in 19,mins Charged upto 35 mins",0,2
F-Redmi note 13pro 5G,4,What a amazing mobile,0,0
F-Redmi note 13pro 5G,3,Product is good,0,0
F-Redmi note 13pro 5G,5,The product is good in most terms but the processor is not that good for the price,0,0
F-Redmi note 13pro 5G,5,Good performance,0,0
F-Redmi note 13pro 5G,5,Value of money,0,0
F-Redmi note 13pro 5G,5,Nice phone,0,0
F-Redmi note 13pro 5G,5,Good performance almost I am using 2 weeks everything is fine for mobile conditions also good,0,0
F-Redmi note 13pro 5G,4,Simply good,0,0
F-Redmi note 13pro 5G,5,Very good,0,0
F-Redmi note 13pro 5G,5,System showing (system UI is not responding) in every time,0,0
F-Redmi note 13pro 5G,3,Ok,0,0
F-Redmi note 13pro 5G,5,"Except Mobile Battery Draining Issue, Worth For Every Penny. Mobile Battery Draining Very Fast. Already Mentioned That It's Battery Is 5000Mah. So, Why Battery Drains Very Fast. From All The Angles, Mobile Phone Is Very Descent And It's All Features Is Very Excellent, Except It's Battery Draining Issue.",0,0
F-Redmi note 13pro 5G,3,Vera level masss,0,1
F-Redmi note 13pro 5G,5,Im using this phone from 14th of jan...main concern in my view is battery. Very disappointing ...once u get full charge and if u playing any normal game battery draining very quickly...not look like 5k mah... camera is average other things are good,0,0
F-Redmi note 13pro 5G,5,"The product is good and value for money.

One suggestion to the Flipkart Team, kindly add a feature to select a different address for billing address and shipping address.",0,0
F-Redmi note 13pro 5G,5,Superb design and good performance,0,0
F-Redmi note 13pro 5G,5,Good,0,0
F-Redmi note 13pro 5G,5,Very good product,0,0
F-Redmi note 13pro 5G,5,Working good but little wait,0,0
